"REGION","employee_type","Industry_type","monthlyORhourly","skill_type","gender","Age","yrs_of_Exp","tax_grade","no_of_child","job","rank","education","employment_type","salary_type","weekly_work_hour","yearly_income","paid_holiday_days","number_of_employee","male_percent","female_percent"
1,1,2,2,1,1,32,10,3,2,11,2,2,1,1,40,29740,27,1,100,0
1,1,2,1,0,1,44,7,3,2,3,2,1,1,1,35,47468,31,6,96.3,3.7
2,1,2,2,1,1,35,4,2,1,5,2,2,1,2,40,20927,28,3,93.2,6.8
1,1,6,1,NA,1,18,1,NA,0,4,0,1,4,NA,38.5,2169,8,2,37,63
1,2,8,NA,7,2,37,22,4,1,10,9,2,1,NA,20,24284,30,5,42.2,57.8
1,1,7,1,1,1,46,32,NA,0,3,2,2,1,NA,38.5,40957,30,6,68.9,31.1
1,1,2,2,0,1,47,8,3,1,2,2,2,1,1,37,45904,30,4,92,8
1,1,2,1,1,1,54,27,3,0,2,2,2,1,1,35,28314,30,2,84.2,15.8
1,1,9,2,3,1,29,2,NA,0,3,2,2,1,NA,40,23008,28,6,91.7,8.3
1,2,1,NA,NA,2,17,1,1,0,9,0,1,4,NA,41,1,12,1,31.6,68.4
1,1,9,2,3,1,26,1,NA,0,8,8,2,2,NA,0,1,2,3,58.3,41.7
2,1,5,2,2,2,50,11,3,0,4,2,7,1,5,40,10205,20,2,3.7,96.3
1,2,8,NA,8,2,57,16,3,0,10,9,2,1,NA,25,21272,30,5,44.8,55.2
1,1,2,1,NA,1,20,4,1,0,3,0,1,4,1,40,9909,30,3,91.6,8.4
1,2,5,NA,7,1,44,30,3,1,9,4,2,1,NA,40.5,25905,30,5,16,84
1,1,9,1,1,2,19,4,NA,0,1,2,2,1,NA,38.5,17376,26,1,70,30
1,1,2,2,2,1,39,3,1,0,10,1,1,1,1,36,25911,30,4,79.5,20.5
1,1,2,1,0,1,42,27,4,0,3,2,2,1,1,35,34116,30,5,90.8,9.2
1,1,2,2,2,1,53,22,3,0,3,2,2,1,1,37,1,27,1,87.5,12.5
1,1,7,1,NA,1,21,4,NA,0,3,0,1,4,NA,38.5,8913,26,6,80.8,19.2
1,1,9,2,3,1,60,2,NA,0,5,8,2,1,NA,9,1820,28,2,67.8,32.2
1,1,2,1,NA,1,26,2,3,1,3,0,2,4,1,40,5292,28,4,91,9
1,1,2,2,3,1,46,7,3,4,20,1,1,1,1,37.5,24328,30,3,89.1,10.9
1,1,2,2,3,1,51,1,3,2,11,2,2,1,1,40,1,30,1,86.6,13.4
1,1,2,2,2,1,37,10,1,0,3,2,2,1,3,40,1,27,2,92.8,7.2
1,1,2,1,1,1,59,32,3,1,3,1,3,1,1,35,39412,30,6,75.7,24.3
1,2,6,NA,7,2,55,6,NA,0,9,8,2,1,NA,10,11849,30,6,38.6,61.4
1,1,5,2,3,2,48,11,5,0,6,1,2,1,1,40,1,20,4,50,50
1,1,2,2,1,1,33,6,3,2,5,2,2,1,1,40,29516,29,2,91.1,8.9
1,1,9,2,1,1,55,29,NA,0,3,2,2,1,NA,35,35216,30,3,90.2,9.8
1,1,7,1,1,2,38,7,NA,0,11,2,2,1,NA,38.5,29159,29,3,31.4,68.6
1,1,2,1,2,1,53,3,3,1,3,1,1,1,1,36,23856,30,6,80.2,19.8
1,2,5,NA,6,1,52,26,1,0,10,4,6,1,NA,37,67455,30,3,60.7,39.3
1,1,2,1,1,1,60,43,3,0,3,2,2,1,1,40,37783,31,5,56.3,43.7
1,1,2,1,2,1,56,14,3,0,3,1,2,1,2,35,34206,30,6,86.6,13.4
2,1,2,2,1,1,59,4,4,0,3,2,2,1,1,40,19216,26,2,38.4,61.6
1,2,2,NA,4,2,53,28,1,0,9,4,2,1,NA,37.5,72796,39,6,38,62
2,1,6,1,1,1,24,3,NA,0,4,2,2,1,NA,40,16654,20,56,40.2,59.8
1,1,2,2,1,1,37,12,3,1,5,2,2,1,1,39,28160,30,4,92.1,7.9
2,2,4,NA,5,1,44,1,4,1,5,3,2,1,NA,40,1,30,1,88.2,11.8
2,1,2,2,2,2,35,11,2,0.5,3,2,1,1,3,38,12975,27,2,32.6,67.4
1,1,6,1,0,1,30,1,NA,0,4,2,2,2,NA,44,1,23,3,50,50
1,2,4,NA,7,2,60,4,5,0,14,8,2,1,NA,0,3436,24,1,62.5,37.5
1,1,7,1,NA,1,21,4,NA,0,3,0,1,4,NA,38.5,9393,27,6,83.7,16.3
1,2,2,NA,5,1,48,15,1,0,13,4,5,1,NA,38,55666,30,3,82,18
1,1,4,2,1,1,26,1,1,0,3,8,7,1,1,13,1,5,2,77.3,22.7
1,1,2,1,3,1,40,15,3,3,5,2,2,1,1,40,30105,30,1,86.7,13.3
1,2,4,NA,8,1,38,4,NA,0,14,4,7,1,NA,40,27661,25,6,41.5,58.5
1,1,6,1,3,1,41,7,NA,0,4,1,1,1,NA,37,15158,30,5,47.2,52.8
1,1,7,2,3,1,25,1,NA,0,11,1,7,1,NA,40,13882,24,2,94.7,5.3
1,2,7,NA,5,1,32,4,NA,0,7,4,5,1,NA,37.5,47493,30,6,40.8,59.2
2,1,2,1,1,1,46,24,4,2,3,2,2,1,1,38,30024,30,4,83.1,16.9
1,1,2,1,2,2,47,11,5,0,2,1,1,1,1,39,20940,30,3,71.1,28.9
1,1,1,1,1,2,29,7,4,0,4,2,2,1,1,40,12394,25,2,9.5,90.5
1,1,7,2,1,1,38,13,NA,0,11,2,2,1,NA,40,46055,30,1,66.7,33.3
1,2,8,NA,9,2,35,18,5,0,10,8,4,1,NA,15.6,11794,30,5,44.6,55.4
1,1,7,1,1,2,53,25,NA,0,11,2,2,1,NA,38.5,31565,30,1,26.7,73.3
2,1,4,2,1,1,43,1,4,1,5,2,2,1,1,40,17967,26,1,100,0
1,1,1,2,3,2,42,3,1,0,4,8,2,1,1,9.5,3862,30,3,52.8,47.2
1,2,2,NA,6,1,55,30,4,0,10,4,2,1,NA,35,69268,30,5,61,39
1,2,9,NA,7,2,41,7,NA,0,14,4,2,1,NA,38,27583,29,1,22.2,77.8
1,1,2,1,2,1,35,8,1,1,3,2,2,1,1,35,1,30,6,86.9,13.1
1,2,5,NA,5,1,41,4,3,2,9,4,2,1,NA,37.5,54980,30,4,61.8,38.2
1,2,2,NA,6,1,35,3,4,0,13,4,7,1,NA,35,50698,30,5,40.3,59.7
1,1,2,1,0,1,27,6,1,0,2,2,2,1,1,35,35221,30,6,83.5,16.5
1,1,9,1,0,1,54,17,NA,0,8,2,2,1,NA,35,49229,30,2,84.6,15.4
1,2,6,NA,9,2,19,1,NA,0,14,9,2,1,NA,20,1,25,2,38.5,61.5
2,2,8,NA,5,2,32,8,4,0,10,4,2,1,NA,39,49422,30,2,37.2,62.8
2,1,2,1,1,1,39,24,4,3,3,2,2,1,2,39,23576,30,3,41.9,58.1
1,1,2,2,1,1,31,7,1,0,5,2,2,1,5,35,26783,30,2,96,4
1,1,2,2,0,1,53,32,3,0,3,2,2,1,5,35,40070,30,5,75,25
1,1,5,2,2,1,24,7,1,0,3,2,2,1,1,38,22914,30,2,69,31
1,1,3,1,1,1,26,11,1,0,3,1,1,1,1,37.5,34342,30,4,86,14
1,2,6,NA,8,1,40,7,NA,0,14,4,2,1,NA,39,26506,30,2,26.7,73.3
1,2,8,NA,7,1,25,5,1,0,10,4,2,1,NA,38,30940,30,2,68.1,31.9
1,2,5,NA,8,2,54,13,4,0,9,9,2,1,NA,27.5,18378,21,5,40.2,59.8
1,1,2,1,3,1,60,5,1,0,2,8,2,1,1,8,3767,30,6,52.2,47.8
1,2,2,NA,5,1,47,33,3,0,2,4,2,1,NA,35,59266,30,4,68,32
1,1,2,1,1,1,31,8,1,0,5,2,2,1,1,40,33772,30,1,83.4,16.6
1,1,2,2,3,1,43,5,1,0,2,1,7,1,1,40,17217,30,3,73.6,26.4
1,2,2,NA,4,1,59,20,3,0,3,3,2,1,NA,37,49788,30,5,73,27
1,1,5,1,3,1,45,1,5,0,20,2,7,2,1,40,1,24,2,76,24
2,1,2,1,1,2,25,7,1,0,3,2,2,1,1,40,17644,24,1,25,75
2,1,7,2,0,1,50,10,NA,0,11,2,2,1,NA,40,21003,23,2,80,20
1,2,2,NA,5,1,49,31,1,0,3,3,2,1,NA,39,52507,30,5,90,10
1,2,9,NA,7,1,35,1,NA,0,13,9,6,2,NA,19,1,13,4,47.4,52.6
1,2,5,NA,8,1,32,1,1,0,9,4,2,1,NA,37.5,1,7,5,75.7,24.3
2,2,5,NA,7,2,33,12,4,2,9,9,2,1,NA,30,1,30,1,41.7,58.3
2,2,2,NA,7,1,34,4,4,1,8,4,2,1,NA,40,17558,25,1,92.9,7.1
1,1,2,1,1,1,53,35,3,0,2,2,2,1,1,35,42669,30,4,94.8,5.2
2,1,3,1,0,1,39,24,1,0,3,2,2,1,1,38,32043,30,2,54.9,45.1
1,1,2,2,2,1,24,8,1,0,2,2,2,1,1,38,25253,30,1,81.3,18.7
1,1,4,2,0,1,25,8,1,0,5,2,2,1,1,40,28610,29,1,66.7,33.3
1,2,1,NA,8,2,55,25,3,0,9,8,2,1,NA,9,4785,30,2,13,87
1,2,2,NA,5,1,50,17,3,2,7,4,5,1,NA,35,1,30,3,90.6,9.4
1,1,2,2,1,1,32,8,3,2,3,2,2,1,1,40,33531,30,2,88.7,11.3
1,1,1,2,2,2,34,12,3,2,4,1,2,1,1,37.5,27911,30,6,46.9,53.1
2,2,5,NA,7,1,25,3,1,0,9,4,5,1,NA,40,26572,26,4,71.9,28.1
1,1,2,2,2,1,60,21,3,0,2,1,2,1,5,36,33684,30,6,82.2,17.8
1,1,5,2,2,1,27,1,3,0,10,1,7,1,1,43,1,24,1,84.6,15.4
1,1,1,1,3,1,41,12,3,0,4,1,1,1,1,37.5,26126,30,6,57.9,42.1
1,1,9,1,3,2,36,1,NA,0,14,8,7,1,NA,10,1,8,4,88.9,11.1
1,1,5,1,0,1,57,43,3,1,3,2,2,1,5,36,26638,30,3,80.2,19.8
1,1,2,1,1,1,45,26,1,0,3,2,2,1,1,38,27034,30,2,91.7,8.3
1,1,2,1,1,1,43,12,3,1,2,2,2,1,5,37.5,36377,30,4,95.8,4.2
1,1,1,1,3,2,51,22,1,0,6,1,1,1,1,38,22841,30,5,58.3,41.7
1,1,2,2,3,2,36,2,5,0,8,9,1,1,1,23.5,8411,27,1,11.1,88.9
1,2,7,NA,7,1,60,15,NA,0,9,4,1,1,NA,38.5,30504,30,1,60,40
1,1,5,1,2,1,26,6,1,0,3,2,2,1,1,36,23398,30,3,81.1,18.9
2,1,7,1,2,2,40,5,NA,0,11,9,2,1,NA,19.5,13161,30,2,7.3,92.7
1,1,2,2,3,2,35,2,3,0.5,2,1,1,1,2,37.5,23858,30,2,20.9,79.1
1,1,4,2,0,1,34,8,3,2,5,2,2,1,1,38.5,32158,30,2,80,20
1,2,5,NA,8,1,26,6,1,0,9,4,4,1,NA,38.5,24779,30,3,87.2,12.8
2,1,2,2,0,1,47,24,3,0,3,2,2,1,1,38,40380,30,4,92.8,7.2
1,1,9,1,3,1,60,32,NA,0,19,8,7,1,NA,10,7867,30,4,15.8,84.2
2,1,4,1,NA,1,17,1,1,0,5,0,1,4,1,40,1403,12,1,92.3,7.7
1,1,4,2,3,1,24,1,1,0,5,1,7,1,1,39,1,24,1,81.8,18.2
1,1,2,1,2,2,58,5,3,0,2,9,1,1,1,34,22737,30,5,69.5,30.5
1,2,5,NA,7,2,41,2,4,1,13,9,2,1,NA,24,1,13,1,20,80
1,1,2,1,1,2,24,2,1,0,3,2,2,2,3,36,26966,30,4,74.5,25.5
1,1,9,2,2,1,21,4,NA,0,15,8,2,1,NA,18,4043,30,3,100,0
1,1,1,2,0,1,60,9,3,0,4,2,2,1,1,38.5,1,30,4,24,76
1,1,2,2,0,1,53,31,NA,0,3,2,2,1,1,35,37113,30,2,100,0
1,1,5,1,0,1,37,16,3,2,3,2,2,1,5,36,39072,30,3,84.1,15.9
1,1,5,2,NA,1,17,1,1,0,3,0,1,4,1,40,1,28,1,88.9,11.1
2,1,5,2,1,2,24,1,1,0,9,8,7,1,NA,0,2029,26,2,13.9,86.1
1,2,2,NA,7,1,33,6,1,0,8,4,2,1,NA,35,41014,30,2,92,8
2,1,7,1,2,2,52,21,NA,0,11,2,2,1,NA,38.5,29283,30,1,7.7,92.3
2,2,2,NA,6,1,38,2,3,2,11,4,6,1,NA,40,40678,30,1,90.9,9.1
1,1,1,1,3,2,52,35,4,0,4,1,7,1,1,38,18547,39,6,22.8,77.2
1,1,2,1,3,1,29,2,1,0,6,2,2,1,5,40,17450,24,2,93.5,6.5
2,1,6,1,2,2,49,9,NA,0,4,1,2,1,NA,37,19167,30,1,31.3,68.7
1,2,2,NA,9,1,28,4,1,0,3,4,2,1,NA,40,23939,30,3,84.4,15.6
1,2,7,NA,6,2,44,3,NA,0,14,9,6,1,NA,20,13453,25,2,30.4,69.6
1,1,2,2,2,1,57,4,3,0,5,1,7,1,1,40,30983,28,1,78.6,21.4
1,1,2,2,0,1,33,8,1,0,3,2,2,1,1,37,31586,30,1,63.7,36.3
1,2,8,NA,6,1,34,2,3,0.5,10,4,2,1,NA,38,36324,30,6,73.1,26.9
1,1,2,1,0,1,58,34,3,0,2,2,2,1,1,35,56914,30,6,88.9,11.1
2,2,5,NA,5,1,50,12,3,0,8,4,2,1,NA,38.5,39690,30,1,62.5,37.5
2,1,2,1,3,2,34,6,4,2,20,1,1,1,1,40,12431,28,3,16,84
1,1,5,2,3,1,35,4,3,2,10,2,2,1,1,40,28981,30,1,87.5,12.5
1,1,4,2,2,1,36,6,3,3,20,1,1,1,1,37,25656,30,1,70,30
1,1,2,2,3,1,44,10,4,2,3,2,2,1,1,38.5,24256,24,4,90.3,9.7
1,1,2,1,1,1,38,10,3,1,2,1,2,1,5,37.5,37701,30,3,88.6,11.4
1,1,2,2,0,1,37,17,3,2,5,2,2,1,1,40,26639,25,3,51,49
2,1,2,2,0,1,55,7,3,0,3,2,2,1,1,39,39629,30,4,90,10
1,1,2,2,1,1,49,4,3,0,5,2,2,1,1,37.5,32343,28,3,86.8,13.2
2,2,7,NA,8,1,48,5,NA,0,11,4,2,1,NA,40,21137,24,1,90.9,9.1
1,1,1,2,3,1,46,27,3,1,4,1,1,1,1,40,28222,30,2,79.4,20.6
2,2,5,NA,8,1,28,10,3,1,14,4,2,1,NA,39,26003,30,56,63.7,36.3
2,1,9,1,1,1,44,7,NA,0,15,2,2,1,NA,40,16747,25,56,75.4,24.6
1,2,9,NA,7,2,30,1,NA,0,14,4,7,1,NA,40,10536,30,3,39.3,60.7
1,1,2,1,NA,2,19,3,1,0,3,0,1,4,1,38.75,4823,25,2,34.3,65.7
2,1,2,2,0,1,32,11,3,2,3,2,2,1,1,40,20534,26,3,100.1,0
2,2,7,NA,7,1,43,7,NA,0,3,4,2,1,NA,40,21872,25,1,70,30
1,1,9,1,1,1,38,8,NA,0,5,2,2,1,NA,37.5,26567,30,2,94.6,5.4
1,1,2,1,1,1,49,4,4,1,3,2,2,1,3,35,30060,30,6,91,9
1,1,2,1,2,2,57,15,3,0,3,1,1,1,1,35,27254,30,6,57.1,42.9
1,1,2,2,1,1,31,5,NA,0,3,2,2,1,1,37.5,37884,30,4,93.3,6.7
1,1,7,1,2,1,42,25,NA,0,10,1,1,1,NA,37.5,27348,30,6,53.9,46.1
1,1,4,2,1,1,29,13,3,1,3,2,1,1,1,38,24460,30,4,86.2,13.8
1,1,7,1,3,2,44,5,NA,0,10,1,1,1,NA,37.5,21268,30,6,23,77
1,1,2,1,NA,2,20,3,1,0,3,0,1,4,1,40,4953,30,2,56.5,43.5
1,1,2,1,2,1,35,3,1,0,8,1,2,1,1,37.5,29652,30,2,69.2,30.8
2,1,4,2,1,1,20,2,1,0,5,2,2,2,1,40,1,30,1,90,10
1,2,9,NA,5,1,51,12,NA,0,7,4,5,1,NA,40,57803,30,2,66.7,33.3
1,1,4,1,1,1,35,15,1,0,5,2,2,1,1,40,42281,30,3,68.3,31.7
2,1,2,2,1,2,40,2,4,2,5,2,2,1,1,40,17081,24,1,42.1,57.9
1,1,5,1,1,1,18,1,NA,0,8,8,7,1,1,10.81,3436,23,6,18.8,81.2
1,1,4,2,0,1,46,32,3,0,3,2,2,1,1,37,29299,30,1,80,20
1,2,5,NA,7,1,33,1,1,0,3,4,2,1,NA,40,1,24,4,57,43
1,2,7,NA,NA,2,22,2,NA,0,10,0,1,4,NA,38.5,8287,30,5,70.5,29.5
1,2,9,NA,6,1,37,1,NA,0,14,4,2,1,NA,39,1,18,6,58.3,41.7
1,2,7,NA,7,1,35,19,NA,0,11,4,2,1,NA,40,29271,30,1,100,0
1,1,4,2,NA,1,23,1,2,0.5,5,0,1,4,1,39,1,28,3,98.1,1.9
1,1,9,2,3,1,43,1,NA,0,19,1,1,1,NA,40,1,6,2,42.9,57.1
1,2,8,NA,7,2,53,9,4,0,10,9,2,1,NA,27.69,27750,30,4,47.6,52.4
1,1,4,1,1,1,21,5,1,0,3,2,2,1,1,37,14314,30,1,83.4,16.6
1,1,1,2,3,2,48,3,5,0,3,1,1,1,1,40,24060,30,2,58.2,41.8
1,1,6,1,3,1,38,2,NA,0,19,1,2,1,NA,38.9,13908,23,4,45.1,54.9
1,1,4,2,2,1,42,4,3,2,5,1,2,1,2,39,25788,30,2,93.1,6.9
1,1,2,2,1,1,44,17,3,3,3,2,2,1,1,35,30379,30,5,88.1,11.9
1,1,7,1,2,1,36,6,NA,0,11,2,2,1,NA,38.5,33923,29,6,89.4,10.6
1,1,4,2,0,1,49,12,3,0,5,2,2,1,1,39,31788,30,4,93.8,6.2
1,2,5,NA,6,2,25,1,1,0,13,4,6,1,NA,38,1,NA,6,80.1,19.9
1,1,2,2,0,1,47,20,3,3,3,2,2,1,1,38.5,30451,30,3,84.9,15.1
1,2,8,NA,6,2,33,1,6,0,10,8,4,1,NA,15,1,9,6,43.5,56.5
1,1,2,2,2,1,38,7,4,1.5,19,9,7,1,3,20,13262,24,2,100,0
1,1,2,1,0,1,44,29,3,0,2,2,2,1,1,35,31456,30,5,88.9,11.1
1,2,9,NA,7,2,43,23,NA,0,14,9,2,1,NA,28.88,26557,30,2,59.4,40.6
1,1,2,2,1,1,34,13,3,2,2,1,2,1,1,40,27811,30,1,82.4,17.6
1,2,2,NA,7,1,21,5,1,0,8,4,2,1,NA,35,1,27,4,87.2,12.8
1,1,2,1,0,1,46,12,3,2,3,2,2,1,2,35,44820,30,6,66.9,33.1
2,1,4,2,NA,1,19,3,1,0,3,0,1,4,1,40,5013,25,4,84.3,15.7
1,2,9,NA,4,1,47,6,NA,0,13,4,4,1,NA,40,84000,30,2,84.6,15.4
1,1,2,2,1,1,53,1,4,0,2,2,2,1,1,37,1,23,1,69.3,30.7
1,2,7,NA,6,1,41,9,NA,0,3,3,2,1,NA,38.5,39474,30,4,80.4,19.6
1,2,5,NA,5,2,44,20,3,0,9,4,2,1,NA,38,24828,30,3,80.7,19.3
1,1,2,2,1,1,30,1,4,1,3,1,2,1,1,39,17673,23,1,90,10
2,1,4,2,1,1,33,11,4,1,5,2,7,1,1,40,17797,28,1,92.3,7.7
1,2,2,NA,4,1,60,21,3,0,12,4,2,1,NA,40,38878,30,1,50,50
1,2,7,NA,8,2,24,9,NA,0,11,4,2,1,NA,38,23737,26,6,39.7,60.3
2,2,5,NA,8,2,34,6,4,1,9,9,2,1,NA,26.6,20404,30,1,0,100
1,1,9,2,3,2,54,2,NA,0,19,8,1,1,NA,9,3459,30,4,18.3,81.7
2,1,7,2,1,2,45,12,NA,0,10,8,7,1,NA,6,1502,24,56,55.1,44.9
1,2,9,NA,5,2,42,13,NA,0,7,9,6,1,NA,32,42697,25,4,53.3,46.7
1,1,2,1,0,1,45,5,1,0,2,2,2,1,1,36,35478,30,2,57.2,42.8
2,1,2,1,1,1,25,1,1,0,20,2,2,1,1,40,1,13,2,86.4,13.6
2,1,9,2,2,1,54,2,NA,0,15,1,7,1,NA,40,1,27,56,32.4,67.6
1,1,2,2,0,2,55,27,3,0,2,1,1,1,1,38,19382,29,5,55,45
2,2,9,NA,NA,1,24,1,NA,0,3,0,4,4,NA,38.5,1,8,56,85.7,14.3
1,2,8,NA,8,2,47,6,5,0,10,9,2,1,NA,19.5,15471,30,1,16.7,83.3
1,2,1,NA,8,2,37,1,2,1,9,4,1,2,NA,40,1,26,5,21.2,78.8
1,1,9,2,3,1,25,1,NA,0,3,2,2,1,NA,36,1,20,4,48.7,51.3
1,2,5,NA,6,1,37,16,1,0,9,4,4,1,NA,37.5,32786,30,2,56.5,43.5
2,1,2,1,NA,1,18,2,1,0,3,0,1,4,1,38,8079,30,56,61.9,38.1
1,2,5,NA,9,2,43,3,NA,0,9,8,1,1,NA,12,3512,12,1,5.6,94.4
1,1,2,2,3,2,55,2,4,0,2,1,2,1,1,40,19531,30,2,50,50
1,1,2,1,2,1,54,2,3,2,2,1,2,1,1,37.5,33579,33,4,77.4,22.6
2,1,2,1,0,1,31,4,1,0,2,2,2,1,2,38,32300,30,56,84.1,15.9
1,1,1,1,0,1,57,9,1,0,4,2,2,1,1,39,28160,30,6,23.7,76.3
2,2,7,NA,7,1,46,30,NA,0,8,4,2,1,NA,38,32935,30,56,46.1,53.9
1,1,5,1,0,1,45,27,3,2,3,2,2,1,2,35,27411,30,6,79.7,20.3
1,1,2,1,3,1,35,7,3,1,2,1,1,1,1,36,25457,30,5,76.9,23.1
2,2,5,NA,6,1,27,2,3,0,9,4,5,1,NA,40,22346,24,2,46.6,53.4
1,1,6,1,3,2,52,17,NA,0,14,8,7,1,NA,0,1841,12,4,46.3,53.7
1,2,2,NA,5,1,51,2,1,0,10,4,2,1,NA,37,84000,30,4,32.1,67.9
2,2,5,NA,6,2,25,4,1,0,9,4,2,1,NA,40,13024,23,2,16,84
2,2,5,NA,4,1,45,7,2,0.5,7,4,7,1,NA,40,43031,30,2,76,24
1,2,5,NA,4,1,44,28,1,0,3,3,2,1,NA,36,54315,30,3,80,20
2,2,9,NA,6,2,44,7,NA,0,14,4,2,1,NA,40,19482,29,2,19.1,80.9
1,1,7,1,3,1,38,3,NA,0,10,8,1,1,NA,16,1,24,4,59.3,40.7
1,2,2,NA,5,1,43,1,3,1,14,4,2,1,NA,40,1,25,1,100,0
1,1,2,1,1,1,38,5,3,2,2,1,2,1,2,35,39140,30,6,91.3,8.8
1,1,2,2,2,1,45,1,1,0,5,1,1,1,1,40,1,25,3,75.3,24.7
1,2,5,NA,6,1,55,33,3,2,9,4,2,1,NA,38.5,33931,30,1,76.9,23.1
1,1,2,2,3,1,21,1,1,0,2,8,2,2,1,16,1,24,2,74.2,25.8
1,1,4,2,0,1,39,7,3,0,5,2,2,1,1,40,31936,30,2,95.9,4.1
2,1,9,2,2,1,39,4,NA,0,15,1,2,1,NA,48,13228,25,4,96.4,3.6
2,1,2,2,1,1,27,3,1,0,5,2,2,1,3,40,24300,27,3,90.1,9.9
1,2,9,NA,5,1,41,11,NA,0,7,4,6,1,NA,35,25262,30,2,83,17
1,1,2,1,1,1,32,5,4,0,3,2,2,1,1,36,45965,30,6,59.7,40.3
1,1,7,1,1,1,46,12,NA,0,11,2,2,1,NA,38.5,29099,30,6,43.2,56.8
1,1,2,1,3,2,36,21,3,2,3,1,7,1,5,35,26097,30,4,58.3,41.7
1,2,9,NA,7,1,60,5,NA,0,7,4,5,1,NA,39,41740,30,2,73.1,26.9
1,2,9,NA,6,2,24,1,NA,0,13,4,2,1,NA,37.75,1,15,2,30.3,69.7
1,2,8,NA,8,2,49,11,3,0,10,4,7,1,NA,38,29388,30,4,42.9,57.1
2,1,2,2,1,2,43,2,4,0,3,2,2,1,1,38,21820,30,1,52.9,47.1
1,2,9,NA,6,1,29,3,NA,0,13,4,2,1,NA,38.5,1,30,1,60,40
1,2,5,NA,6,1,31,11,1,0,13,9,2,1,NA,30,24754,30,3,50,50
2,2,2,NA,4,2,53,11,4,1,12,4,2,1,NA,40,24542,30,1,66.7,33.3
1,1,5,1,3,1,25,3,1,0,11,1,1,1,1,40,1,30,2,95.7,4.3
1,2,9,NA,4,1,36,4,NA,0,10,4,7,1,NA,40,1,34,5,57.9,42.1
1,1,2,1,0,1,33,14,3,1,3,2,2,1,1,38,36366,30,6,98.2,1.8
1,2,2,NA,NA,1,20,2,1,0,2,0,1,4,NA,37.5,8309,30,3,59.7,40.3
1,1,2,2,1,1,35,6,1,0,5,2,2,1,1,37,28796,30,4,95.2,4.8
2,1,5,1,1,1,49,11,3,0,11,1,2,1,1,38.5,30103,30,56,73.1,26.9
1,1,5,1,NA,1,18,2,1,0,3,0,1,4,1,36,6132,30,2,88.8,11.2
1,1,2,2,2,2,28,4,4,0,3,1,1,1,1,40,18472,30,2,57.7,42.3
1,1,5,2,3,1,22,1,NA,0,11,8,3,1,1,0,1,NA,2,74.3,25.7
1,1,6,1,2,2,21,3,NA,0,19,1,2,2,NA,39,1,26,1,16.7,83.3
1,1,6,1,3,1,25,2,NA,0,19,1,7,1,NA,40,14953,24,1,70,30
2,1,5,2,0,1,30,10,1,1,3,2,2,1,1,40,20883,26,1,72.7,27.3
1,1,5,2,0,1,36,21,3,2,3,2,2,1,1,36,26607,30,1,73.7,26.3
2,1,5,2,1,1,40,7,1,1,6,2,2,1,1,40,21687,26,1,76.9,23.1
1,1,2,1,NA,1,21,4,1,0,3,0,1,4,1,37.5,5797,30,2,88.9,11.1
1,1,4,1,NA,1,17,1,1,0,5,0,1,4,1,39,1,26,1,78.5,21.5
1,2,2,NA,7,1,47,6,1,0,7,4,7,1,NA,40,40112,30,3,58.1,41.9
1,2,4,NA,7,2,43,6,4,2,14,4,2,1,NA,39,31993,30,1,88.3,11.7
1,1,1,1,NA,2,17,1,1,0,9,0,1,4,1,38,1,25,2,21.1,78.9
2,1,2,1,0,1,43,28,4,2,3,2,2,1,1,38,24785,30,4,75.2,24.8
1,1,2,1,1,1,34,6,3,2,3,2,2,1,1,40,29689,30,2,80,20
1,1,2,1,0,1,59,12,4,0,2,1,2,1,1,35,32275,30,4,62.4,37.6
1,2,4,NA,6,1,37,1,3,2,17,4,2,1,NA,38.5,1,29,5,24.6,75.4
1,1,2,2,2,1,37,16,3,2,2,2,2,1,1,40,33008,30,4,76.9,23.1
1,1,3,1,1,1,37,11,1,0,3,1,1,1,1,38,31162,30,6,71.8,28.2
1,1,7,1,1,1,44,7,NA,0,11,2,2,1,NA,40,28415,27,2,76.7,23.3
2,1,2,1,1,1,44,8,3,1,2,2,2,1,1,40,22659,32,3,86.7,13.3
1,1,1,1,0,1,48,33,1,0,4,3,2,1,1,38.5,29835,29,4,16.5,83.5
1,1,2,1,1,2,36,3,3,0,2,2,4,1,1,37.5,28564,30,3,47.3,52.7
1,2,5,NA,8,1,47,1,4,1,9,4,7,2,NA,40,19989,28,1,84.6,15.4
2,2,5,NA,7,2,60,34,3,0,13,8,2,1,NA,12,3865,28,1,0,100
1,2,9,NA,6,2,34,12,NA,0,13,9,2,1,NA,18.5,1,30,6,72.1,27.9
1,2,5,NA,5,1,52,19,4,0,9,4,2,1,NA,40,35785,30,3,75.3,24.7
2,2,4,NA,NA,1,19,3,1,0,8,0,1,4,NA,40,4996,26,56,61.9,38.1
1,1,1,2,1,2,54,18,1,0,4,1,1,1,1,40,24678,25,1,55.5,44.5
2,1,3,1,0,1,41,11,3,2,3,2,2,1,1,40,40962,30,3,83.1,16.9
1,1,3,1,NA,1,17,2,1,0,3,0,1,4,1,38.5,8700,26,5,91.1,8.9
1,1,2,1,0,1,43,10,3,2,3,2,2,1,1,38,26065,30,3,88,12
1,1,7,1,2,2,31,11,NA,0,11,9,2,1,NA,20,1,29,6,22.6,77.4
2,1,2,2,1,1,49,11,4,3,5,2,2,1,1,40,1,26,2,71.4,28.6
